timestamp,mac_address,ssid,freq,signal,vendor_name,guessed_name,first_seen,last_seen,seen_count,num_disconnects,avg_connection_duration,mobility_score,heat_score
2025-04-10T16:17:19.902516+00:00,CC,peppercorn13:8C\:76\:3F\:D1\:07\,2412 MHz,77,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:19.902516+00:00,6,0,1.68,0,0.143
2025-04-10T16:17:19.902516+00:00,CB,:5C\:76\:95\:2F\:01\,2462 MHz,77,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:19.902516+00:00,2,0,5.05,0,0.333
2025-04-10T16:17:19.902516+00:00,D4,:5C\:76\:95\:2F\:01\,5785 MHz,77,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:19.902516+00:00,2,0,5.05,0,0.333
2025-04-10T16:17:19.902516+00:00,CE,Endless:5C\:76\:95\:2F\:01\,5785 MHz,77,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:19.902516+00:00,2,0,5.05,0,0.333
2025-04-10T16:17:19.902516+00:00,D3,:5C\:76\:95\:2F\:01\,5785 MHz,77,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:19.902516+00:00,2,0,5.05,0,0.333
2025-04-10T16:17:19.902516+00:00,FA,Drug Mule Lesbian:72\:13\:01\:81\:65\,5220 MHz,75,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:19.902516+00:00,4,0,2.52,0,0.2
2025-04-10T16:17:19.902516+00:00,D1,:5C\:76\:95\:2F\:01\,5785 MHz,75,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:19.902516+00:00,2,0,5.05,0,0.333
2025-04-10T16:17:19.902516+00:00,20,BigEscape:BC\:DF\:58\:F5\:76\,2437 MHz,70,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:19.902516+00:00,2,0,5.05,0,0.333
2025-04-10T16:17:19.902516+00:00,67,:72\:13\:01\:EB\:6B\,2462 MHz,69,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:19.902516+00:00,2,0,5.05,0,0.333
2025-04-10T16:17:19.902516+00:00,61,NadiRaq:72\:13\:01\:EB\:6B\,2462 MHz,67,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:19.902516+00:00,2,0,5.05,0,0.333
2025-04-10T16:17:19.902516+00:00,66,:72\:13\:01\:EB\:6B\,2462 MHz,67,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:19.902516+00:00,2,0,5.05,0,0.333
2025-04-10T16:17:19.902516+00:00,DE,CBCI-E1DD:00\:CB\:7A\:70\:D9\,2462 MHz,67,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:19.902516+00:00,2,0,5.05,0,0.333
2025-04-10T16:17:19.902516+00:00,C6,KennyandGarth:1C\:93\:7C\:13\:42\,2412 MHz,62,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:19.902516+00:00,6,0,1.68,0,0.143
2025-04-10T16:17:19.902516+00:00,C6,:16\:93\:7C\:13\:42\,2412 MHz,62,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:19.902516+00:00,7,0,1.44,0,0.125
2025-04-10T16:17:19.902516+00:00,C6,:0E\:93\:7C\:13\:42\,2412 MHz,60,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:19.902516+00:00,8,0,1.26,0,0.111
2025-04-10T16:17:19.902516+00:00,6C,Verizon_9SN49R-Other:BE\:F8\:7E\:96\:06\,2412 MHz,55,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:19.902516+00:00,3,0,3.37,0,0.25
2025-04-10T16:17:19.902516+00:00,6C,Verizon_9SN49R:BC\:F8\:7E\:96\:06\,2412 MHz,52,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:19.902516+00:00,4,0,2.52,0,0.2
2025-04-10T16:17:30.020785+00:00,80,NOLA IS THAT GIRL:42\:75\:C3\:CC\:D9\,2437 MHz,100,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,83,:42\:75\:C3\:CC\:D9\,2437 MHz,100,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,85,:42\:75\:C3\:CC\:D9\,2437 MHz,100,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,F9,yasss:72\:13\:01\:7A\:65\,2462 MHz,100,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,FA,:72\:13\:01\:7A\:65\,2462 MHz,100,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,5,0,4.04,0,0.167
2025-04-10T16:17:30.020785+00:00,FC,:72\:13\:01\:7A\:65\,2462 MHz,100,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,FE,:72\:13\:01\:7A\:65\,2462 MHz,100,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,FD,:72\:13\:01\:81\:65\,5220 MHz,100,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,FF,:72\:13\:01\:81\:65\,5220 MHz,100,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,89,NOLA IS THAT GIRL:42\:75\:C3\:D3\:D9\,5220 MHz,100,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,8C,:42\:75\:C3\:D3\:D9\,5220 MHz,100,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,8E,:42\:75\:C3\:D3\:D9\,5220 MHz,100,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,8D,Xfinity Mobile:42\:75\:C3\:D3\:D9\,5220 MHz,100,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,8B,xfinitywifi:42\:75\:C3\:D3\:D9\,5220 MHz,100,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,A4,:72\:13\:01\:28\:7A\,2462 MHz,90,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,A6,:72\:13\:01\:28\:7A\,2462 MHz,89,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,A2,:72\:13\:01\:28\:7A\,2462 MHz,89,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,FA,Drug Mule Lesbian:72\:13\:01\:81\:65\,5220 MHz,88,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,6,0,3.37,0,0.143
2025-04-10T16:17:30.020785+00:00,CC,:8E\:76\:3F\:D1\:07\,2412 MHz,85,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,7,0,2.89,0,0.125
2025-04-10T16:17:30.020785+00:00,CC,:96\:76\:3F\:D1\:07\,2412 MHz,80,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,8,0,2.53,0,0.111
2025-04-10T16:17:30.020785+00:00,A8,:22\:3E\:A4\:0B\:AF\,2412 MHz,79,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,C9,:5C\:76\:95\:2F\:01\,2462 MHz,79,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,C6,Endless:5C\:76\:95\:2F\:01\,2462 MHz,79,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,9,0,2.25,0,0.1
2025-04-10T16:17:30.020785+00:00,CC,peppercorn13:8C\:76\:3F\:D1\:07\,2412 MHz,77,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,9,0,2.25,0,0.1
2025-04-10T16:17:30.020785+00:00,CB,:5C\:76\:95\:2F\:01\,2462 MHz,77,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,D4,:5C\:76\:95\:2F\:01\,5785 MHz,77,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,CE,Endless:5C\:76\:95\:2F\:01\,5785 MHz,77,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,D3,:5C\:76\:95\:2F\:01\,5785 MHz,77,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,D1,:5C\:76\:95\:2F\:01\,5785 MHz,75,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,20,BigEscape:BC\:DF\:58\:F5\:76\,2437 MHz,70,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,67,:72\:13\:01\:EB\:6B\,2462 MHz,69,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,61,NadiRaq:72\:13\:01\:EB\:6B\,2462 MHz,67,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,66,:72\:13\:01\:EB\:6B\,2462 MHz,67,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
2025-04-10T16:17:30.020785+00:00,DE,CBCI-E1DD:00\:CB\:7A\:70\:D9\,2462 MHz,67,Unknown Vendor,Unknown Device,2025-04-10T16:16:58.405778+00:00,2025-04-10T16:17:30.020785+00:00,3,0,6.74,0,0.25
